	... reading file ...
	... done reading file ... 
output 0.264645 for 21714 nodes

	... starting backpropagation ...
n2980 t: n, dr: 0.000000 vr: 3.584050
n2981 t: n, dr: 0.000000 vr: 0.558058
n2982 t: *, dr: 0.000000 vr: 0.558058
n2983 t: *, dr: 0.000000 vr: 0.277622
n2984 t: *, dr: 0.000000 vr: 0.277622
n2985 t: +, dr: 0.000000 vr: 0.277622
n2986 t: *, dr: 0.000000 vr: 0.277622
n2987 t: +, dr: 0.000000 vr: 0.277622
n2988 t: v, dr: 0.000000 vr: 0.000000
n2989 t: *, dr: 0.000000 vr: 0.277622
n2990 t: +, dr: 0.000000 vr: 1.473137
n2991 t: n, dr: 0.000000 vr: 0.315117
n2992 t: n, dr: 0.000000 vr: 2.083780
n2993 t: v, dr: 0.000000 vr: 0.000000
n2994 t: *, dr: 0.000000 vr: 2.083780
n2995 t: n, dr: 0.000000 vr: 0.479897
n2996 t: n, dr: 0.000000 vr: 1.000000
n2997 t: *, dr: 0.000000 vr: 0.479897
n2998 t: v, dr: 0.000000 vr: 1.000000
n2999 t: *, dr: 0.000000 vr: 0.479897
n3000 t: +, dr: 0.000000 vr: 0.479897
n3001 t: v, dr: 0.000000 vr: 1.000000
n3002 t: *, dr: 0.000000 vr: 0.479897
n3003 t: n, dr: 0.000000 vr: 3.173422
n3004 t: n, dr: 0.000000 vr: 0.408600
n3005 t: *, dr: 0.000000 vr: 0.196086
n3006 t: *, dr: 0.000000 vr: 0.196086
n3007 t: +, dr: 0.000000 vr: 0.196086
n3008 t: v, dr: 0.000000 vr: 0.000000
n3009 t: *, dr: 0.000000 vr: 0.196086
n3010 t: +, dr: 0.000000 vr: 0.479897
n3011 t: n, dr: 0.000000 vr: 0.385002
n3012 t: n, dr: 0.000000 vr: 2.024387
n3013 t: v, dr: 0.000000 vr: 0.000000
n3014 t: *, dr: 0.000000 vr: 2.024387
n3015 t: n, dr: 0.000000 vr: 0.493977
n3016 t: n, dr: 0.000000 vr: 1.000000
n3017 t: *, dr: 0.000000 vr: 0.493977
n3018 t: v, dr: 0.000000 vr: 1.000000
n3019 t: *, dr: 0.000000 vr: 0.493977
n3020 t: +, dr: 0.000000 vr: 0.493977
n3021 t: *, dr: 0.000000 vr: 0.190182
n3022 t: n, dr: 0.000000 vr: 2.190998
n3023 t: v, dr: 0.000000 vr: 0.000000
n3024 t: *, dr: 0.000000 vr: 2.190998
n3025 t: n, dr: 0.000000 vr: 0.456413
n3026 t: n, dr: 0.000000 vr: 1.000000
n3027 t: *, dr: 0.000000 vr: 0.456413
n3028 t: v, dr: 0.000000 vr: 1.000000
n3029 t: *, dr: 0.000000 vr: 0.456413
n3030 t: +, dr: 0.000000 vr: 0.456413
n3031 t: v, dr: 0.000000 vr: 1.000000
n3032 t: *, dr: 0.000000 vr: 0.456413
n3033 t: n, dr: 0.000000 vr: 2.597391
n3034 t: n, dr: 0.000000 vr: 0.474552
n3035 t: *, dr: 0.000000 vr: 0.234418
n3036 t: *, dr: 0.000000 vr: 0.234418
n3037 t: +, dr: 0.000000 vr: 0.234418
n3038 t: *, dr: 0.000000 vr: 0.608875
n3039 t: n, dr: 0.000000 vr: 0.469112
n3040 t: *, dr: 0.000000 vr: 0.214109
n3041 t: *, dr: 0.000000 vr: 0.214109
n3042 t: +, dr: 0.000000 vr: 0.214109
n3043 t: v, dr: 0.000000 vr: 0.000000
n3044 t: *, dr: 0.000000 vr: 0.214109
n3045 t: +, dr: 0.000000 vr: 0.456413
n3046 t: n, dr: 0.000000 vr: 0.604944
n3047 t: n, dr: 0.000000 vr: 2.437183
n3048 t: v, dr: 0.000000 vr: 0.000000
n3049 t: *, dr: 0.000000 vr: 2.437183
n3050 t: n, dr: 0.000000 vr: 0.410310
n3051 t: n, dr: 0.000000 vr: 1.000000
n3052 t: *, dr: 0.000000 vr: 0.410310
n3053 t: v, dr: 0.000000 vr: 1.000000
n3054 t: *, dr: 0.000000 vr: 0.410310
n3055 t: +, dr: 0.000000 vr: 0.410310
n3056 t: *, dr: 0.000000 vr: 0.248215
n3057 t: n, dr: 0.000000 vr: 0.587318
n3058 t: n, dr: 0.000000 vr: 2.030103
n3059 t: v, dr: 0.000000 vr: 0.000000
n3060 t: *, dr: 0.000000 vr: 2.030103
n3061 t: n, dr: 0.000000 vr: 0.492586
n3062 t: n, dr: 0.000000 vr: 1.000000
n3063 t: *, dr: 0.000000 vr: 0.492586
n3064 t: n, dr: 0.000000 vr: 1.000000
n3065 t: *, dr: 0.000000 vr: 0.492586
n3066 t: v, dr: 0.000000 vr: 1.000000
n3067 t: *, dr: 0.000000 vr: 0.492586
n3068 t: +, dr: 0.000000 vr: 0.492586
n3069 t: *, dr: 0.000000 vr: 0.289305
n3070 t: *, dr: 0.000000 vr: 0.071810
n3071 t: n, dr: 0.000000 vr: 1.878477
n3072 t: v, dr: 0.000000 vr: 0.000000
n3073 t: *, dr: 0.000000 vr: 1.878477
n3074 t: n, dr: 0.000000 vr: 0.532346
n3075 t: n, dr: 0.000000 vr: 1.000000
n3076 t: *, dr: 0.000000 vr: 0.532346
n3077 t: v, dr: 0.000000 vr: 1.000000
n3078 t: *, dr: 0.000000 vr: 0.532346
n3079 t: +, dr: 0.000000 vr: 0.532346
n3080 t: v, dr: 0.000000 vr: 1.000000
n3081 t: *, dr: 0.000000 vr: 0.532346
n3082 t: n, dr: 0.000000 vr: 1.702655
n3083 t: n, dr: 0.000000 vr: 0.482357
n3084 t: *, dr: 0.000000 vr: 0.237602
n3085 t: *, dr: 0.000000 vr: 0.237602
n3086 t: +, dr: 0.000000 vr: 0.237602
n3087 t: *, dr: 0.000000 vr: 0.404555
n3088 t: *, dr: 0.000000 vr: 0.100416
n3089 t: n, dr: 0.000000 vr: 0.583180
n3090 t: *, dr: 0.000000 vr: 0.310454
n3091 t: *, dr: 0.000000 vr: 0.310454
n3092 t: +, dr: 0.000000 vr: 0.310454
n3093 t: v, dr: 0.000000 vr: 0.000000
n3094 t: *, dr: 0.000000 vr: 0.310454
n3095 t: +, dr: 0.000000 vr: 0.532346
n3096 t: n, dr: 0.000000 vr: 2.713716
n3097 t: v, dr: 0.000000 vr: 0.000000
n3098 t: *, dr: 0.000000 vr: 2.713716
n3099 t: n, dr: 0.000000 vr: 0.368498
n3100 t: n, dr: 0.000000 vr: 0.992031
n3101 t: *, dr: 0.000000 vr: 0.365561
n3102 t: v, dr: 0.000000 vr: 1.000000
n3103 t: *, dr: 0.000000 vr: 0.365561
n3104 t: +, dr: 0.000000 vr: 0.365561
n3105 t: v, dr: 0.000000 vr: 1.000000
n3106 t: *, dr: 0.000000 vr: 0.365561
n3107 t: n, dr: 0.000000 vr: 1.653044
n3108 t: n, dr: 0.000000 vr: 0.461749
n3109 t: *, dr: 0.000000 vr: 0.189460
n3110 t: *, dr: 0.000000 vr: 0.189460
n3111 t: +, dr: 0.000000 vr: 0.189460
n3112 t: *, dr: 0.000000 vr: 0.313186
n3113 t: n, dr: 0.000000 vr: 0.504545
n3114 t: *, dr: 0.000000 vr: 0.248532
n3115 t: *, dr: 0.000000 vr: 0.248532
n3116 t: *, dr: 0.000000 vr: 0.248532
n3117 t: +, dr: 0.000000 vr: 0.248532
n3118 t: *, dr: 0.000000 vr: 0.145967
n3119 t: *, dr: 0.000000 vr: 0.045715
n3120 t: *, dr: 0.000000 vr: 0.532346
n3121 t: *, dr: 0.000000 vr: 0.119881
n3122 t: *, dr: 0.000000 vr: 0.119881
n3123 t: +, dr: 0.000000 vr: 0.119881
n3124 t: *, dr: 0.000000 vr: 0.204116
n3125 t: *, dr: 0.000000 vr: 0.063926
n3126 t: *, dr: 0.000000 vr: 0.310454
n3127 t: +, dr: 0.000000 vr: 0.532346
n3128 t: n, dr: 0.000000 vr: 0.502075
n3129 t: *, dr: 0.000000 vr: 0.185014
n3130 t: *, dr: 0.000000 vr: 0.185014
n3131 t: +, dr: 0.000000 vr: 0.185014
n3132 t: v, dr: 0.000000 vr: 0.000000
n3133 t: *, dr: 0.000000 vr: 0.185014
n3134 t: +, dr: 0.000000 vr: 0.365561
n3135 t: n, dr: 0.000000 vr: 0.355930
n3136 t: n, dr: 0.000000 vr: 2.980330
n3137 t: v, dr: 0.000000 vr: 0.000000
n3138 t: *, dr: 0.000000 vr: 2.980330
n3139 t: n, dr: 0.000000 vr: 0.335533
n3140 t: n, dr: 0.000000 vr: 1.000000
n3141 t: *, dr: 0.000000 vr: 0.335533
n3142 t: v, dr: 0.000000 vr: 1.000000
n3143 t: *, dr: 0.000000 vr: 0.335533
n3144 t: +, dr: 0.000000 vr: 0.335533
n3145 t: v, dr: 0.000000 vr: 1.000000
n3146 t: *, dr: 0.000000 vr: 0.335533
n3147 t: n, dr: 0.000000 vr: 2.809542
n3148 t: n, dr: 0.000000 vr: 0.328649
n3149 t: *, dr: 0.000000 vr: 0.110273
n3150 t: *, dr: 0.000000 vr: 0.110273
n3151 t: +, dr: 0.000000 vr: 0.110273
n3152 t: v, dr: 0.000000 vr: 0.000000
n3153 t: *, dr: 0.000000 vr: 0.110273
n3154 t: +, dr: 0.000000 vr: 0.335533
n3155 t: n, dr: 0.000000 vr: 0.238492
n3156 t: n, dr: 0.000000 vr: 0.222949
n3157 t: n, dr: 0.000000 vr: 0.312210
n3158 t: n, dr: 0.000000 vr: 3.388923
n3159 t: *, dr: 0.000000 vr: 1.058056
n3160 t: v, dr: 0.000000 vr: 1.000000
n3161 t: *, dr: 0.000000 vr: 1.058056
n3162 t: n, dr: 0.000000 vr: 4.485329
n3163 t: n, dr: 0.000000 vr: 0.044016
n3164 t: *, dr: 0.000000 vr: 0.013742
n3165 t: v, dr: 0.000000 vr: 0.000000
n3166 t: *, dr: 0.000000 vr: 0.013742
n3167 t: +, dr: 0.000000 vr: 1.058056
n3168 t: n, dr: 0.000000 vr: 2.668262
n3169 t: v, dr: 0.000000 vr: 0.000000
n3170 t: *, dr: 0.000000 vr: 2.668262
n3171 t: n, dr: 0.000000 vr: 0.374776
n3172 t: n, dr: 0.000000 vr: 2.264871
n3173 t: n, dr: 0.000000 vr: 5.199777
n3174 t: *, dr: 0.000000 vr: 11.776824
n3175 t: *, dr: 0.000000 vr: 4.413671
n3176 t: v, dr: 0.000000 vr: 1.000000
n3177 t: *, dr: 0.000000 vr: 4.413671
n3178 t: +, dr: 0.000000 vr: 4.413671
n3179 t: v, dr: 0.000000 vr: 1.000000
n3180 t: *, dr: 0.000000 vr: 4.413671
n3181 t: n, dr: 0.000000 vr: 3.202977
n3182 t: *, dr: 0.000000 vr: 3.202977
n3183 t: *, dr: 0.000000 vr: 3.202977
n3184 t: +, dr: 0.000000 vr: 3.202977
n3185 t: n, dr: 0.000000 vr: 0.078829
n3186 t: *, dr: 0.000000 vr: 0.029543
n3187 t: *, dr: 0.000000 vr: 0.029543
n3188 t: +, dr: 0.000000 vr: 0.029543
n3189 t: v, dr: 0.000000 vr: 0.000000
n3190 t: *, dr: 0.000000 vr: 0.029543
n3191 t: +, dr: 0.000000 vr: 4.413671
n3192 t: v, dr: 0.000000 vr: 1.000000
n3193 t: *, dr: 0.000000 vr: 4.413671
n3194 t: n, dr: 0.000000 vr: 4.193018
n3195 t: n, dr: 0.000000 vr: 0.725721
n3196 t: *, dr: 0.000000 vr: 1.643664
n3197 t: *, dr: 0.000000 vr: 0.616006
n3198 t: *, dr: 0.000000 vr: 0.616006
n3199 t: +, dr: 0.000000 vr: 0.616006
n3200 t: *, dr: 0.000000 vr: 0.616006
n3201 t: +, dr: 0.000000 vr: 0.616006
n3202 t: v, dr: 0.000000 vr: 0.000000
n3203 t: *, dr: 0.000000 vr: 0.616006
n3204 t: +, dr: 0.000000 vr: 4.413671
n3205 t: n, dr: 0.000000 vr: 0.556260
n3206 t: n, dr: 0.000000 vr: 2.755309
n3207 t: v, dr: 0.000000 vr: 0.000000
n3208 t: *, dr: 0.000000 vr: 2.755309
n3209 t: n, dr: 0.000000 vr: 0.362936
n3210 t: n, dr: 0.000000 vr: 1.000000
n3211 t: *, dr: 0.000000 vr: 0.362936
n3212 t: v, dr: 0.000000 vr: 1.000000
n3213 t: *, dr: 0.000000 vr: 0.362936
n3214 t: +, dr: 0.000000 vr: 0.362936
n3215 t: *, dr: 0.000000 vr: 0.201887
n3216 t: n, dr: 0.000000 vr: 0.364862
n3217 t: n, dr: 0.000000 vr: 0.465920
n3218 t: n, dr: 0.000000 vr: 0.641402
n3219 t: n, dr: 0.000000 vr: 1.000000
n3220 t: *, dr: 0.000000 vr: 0.641402
n3221 t: *, dr: 0.000000 vr: 0.298842
n3222 t: n, dr: 0.000000 vr: 0.638560
n3223 t: n, dr: 0.000000 vr: 1.000000
n3224 t: n, dr: 0.000000 vr: 1.844034
n3225 t: *, dr: 0.000000 vr: 1.844034
n3226 t: *, dr: 0.000000 vr: 1.177526
n3227 t: v, dr: 0.000000 vr: 1.000000
n3228 t: *, dr: 0.000000 vr: 1.177526
n3229 t: n, dr: 0.000000 vr: 1.559086
n3230 t: *, dr: 0.000000 vr: 0.726409
n3231 t: n, dr: 0.000000 vr: 0.434068
n3232 t: *, dr: 0.000000 vr: 0.277178
n3233 t: v, dr: 0.000000 vr: 0.000000
n3234 t: *, dr: 0.000000 vr: 0.277178
n3235 t: +, dr: 0.000000 vr: 1.177526
n3236 t: *, dr: 0.000000 vr: 0.429635
n3237 t: n, dr: 0.000000 vr: 2.302832
n3238 t: v, dr: 0.000000 vr: 0.000000
n3239 t: *, dr: 0.000000 vr: 2.302832
n3240 t: n, dr: 0.000000 vr: 0.434248
n3241 t: n, dr: 0.000000 vr: 1.000000
n3242 t: *, dr: 0.000000 vr: 0.434248
n3243 t: v, dr: 0.000000 vr: 1.000000
n3244 t: *, dr: 0.000000 vr: 0.434248
n3245 t: +, dr: 0.000000 vr: 0.434248
n3246 t: v, dr: 0.000000 vr: 1.000000
n3247 t: *, dr: 0.000000 vr: 0.434248
n3248 t: n, dr: 0.000000 vr: 2.740765
n3249 t: n, dr: 0.000000 vr: 0.688752
n3250 t: *, dr: 0.000000 vr: 0.688752
n3251 t: *, dr: 0.000000 vr: 0.439809
n3252 t: *, dr: 0.000000 vr: 0.439809
n3253 t: +, dr: 0.000000 vr: 0.439809
n3254 t: *, dr: 0.000000 vr: 1.205414
n3255 t: n, dr: 0.000000 vr: 0.405278
n3256 t: *, dr: 0.000000 vr: 0.175991
n3257 t: *, dr: 0.000000 vr: 0.175991
n3258 t: +, dr: 0.000000 vr: 0.175991
n3259 t: v, dr: 0.000000 vr: 0.000000
n3260 t: *, dr: 0.000000 vr: 0.175991
n3261 t: +, dr: 0.000000 vr: 0.434248
n3262 t: n, dr: 0.000000 vr: 0.358400
n3263 t: n, dr: 0.000000 vr: 2.067324
n3264 t: v, dr: 0.000000 vr: 0.000000
n3265 t: *, dr: 0.000000 vr: 2.067324
n3266 t: n, dr: 0.000000 vr: 0.483717
n3267 t: n, dr: 0.000000 vr: 1.187483
n3268 t: *, dr: 0.000000 vr: 0.574406
n3269 t: v, dr: 0.000000 vr: 1.000000
n3270 t: *, dr: 0.000000 vr: 0.574406
n3271 t: +, dr: 0.000000 vr: 0.574406
n3272 t: *, dr: 0.000000 vr: 0.205867
n3273 t: n, dr: 0.000000 vr: 1.482290
n3274 t: v, dr: 0.000000 vr: 0.000000
n3275 t: *, dr: 0.000000 vr: 1.482290
n3276 t: n, dr: 0.000000 vr: 0.674632
n3277 t: n, dr: 0.000000 vr: 1.000000
n3278 t: *, dr: 0.000000 vr: 0.674632
n3279 t: v, dr: 0.000000 vr: 1.000000
n3280 t: *, dr: 0.000000 vr: 0.674632
n3281 t: +, dr: 0.000000 vr: 0.674632
n3282 t: *, dr: 0.000000 vr: 0.138884
n3283 t: n, dr: 0.000000 vr: 2.498685
n3284 t: v, dr: 0.000000 vr: 0.000000
n3285 t: *, dr: 0.000000 vr: 2.498685
n3286 t: n, dr: 0.000000 vr: 0.400210
n3287 t: n, dr: 0.000000 vr: 1.000000
n3288 t: *, dr: 0.000000 vr: 0.400210
n3289 t: v, dr: 0.000000 vr: 1.000000
n3290 t: *, dr: 0.000000 vr: 0.400210
n3291 t: +, dr: 0.000000 vr: 0.400210
n3292 t: *, dr: 0.000000 vr: 0.055583
n3293 t: n, dr: 0.000000 vr: 0.405273
n3294 t: n, dr: 0.000000 vr: 1.000000
n3295 t: *, dr: 0.000000 vr: 0.405273
n3296 t: *, dr: 0.000000 vr: 0.022526
n3297 t: n, dr: 0.000000 vr: 0.669632
n3298 t: n, dr: 0.000000 vr: 0.345942
n3299 t: n, dr: 0.000000 vr: 1.000000
n3300 t: *, dr: 0.000000 vr: 0.345942
n3301 t: *, dr: 0.000000 vr: 0.231654
n3302 t: n, dr: 0.000000 vr: 2.651320
n3303 t: v, dr: 0.000000 vr: 0.000000
n3304 t: *, dr: 0.000000 vr: 2.651320
n3305 t: n, dr: 0.000000 vr: 0.377171
n3306 t: n, dr: 0.000000 vr: 1.000000
n3307 t: *, dr: 0.000000 vr: 0.377171
n3308 t: v, dr: 0.000000 vr: 1.000000
n3309 t: *, dr: 0.000000 vr: 0.377171
n3310 t: +, dr: 0.000000 vr: 0.377171
n3311 t: v, dr: 0.000000 vr: 1.000000
n3312 t: *, dr: 0.000000 vr: 0.377171
n3313 t: n, dr: 0.000000 vr: 1.493358
n3314 t: n, dr: 0.000000 vr: 0.421785
n3315 t: *, dr: 0.000000 vr: 0.145913
n3316 t: *, dr: 0.000000 vr: 0.217901
n3317 t: n, dr: 0.000000 vr: 0.472866
n3318 t: *, dr: 0.000000 vr: 0.178351
n3319 t: *, dr: 0.000000 vr: 0.178351
n3320 t: +, dr: 0.000000 vr: 0.178351
n3321 t: v, dr: 0.000000 vr: 0.000000
n3322 t: *, dr: 0.000000 vr: 0.178351
n3323 t: +, dr: 0.000000 vr: 0.377171
n3324 t: n, dr: 0.000000 vr: 0.479866
n3325 t: n, dr: 0.000000 vr: 1.000000
n3326 t: *, dr: 0.000000 vr: 0.479866
n3327 t: n, dr: 0.000000 vr: 0.326305
n3328 t: n, dr: 0.000000 vr: 2.158701
n3329 t: v, dr: 0.000000 vr: 0.000000
n3330 t: *, dr: 0.000000 vr: 2.158701
n3331 t: n, dr: 0.000000 vr: 0.463242
n3332 t: n, dr: 0.000000 vr: 1.079054
n3333 t: n, dr: 0.000000 vr: 3.625820
n3334 t: *, dr: 0.000000 vr: 3.912456
n3335 t: *, dr: 0.000000 vr: 1.812414
n3336 t: v, dr: 0.000000 vr: 1.000000
n3337 t: *, dr: 0.000000 vr: 1.812414
n3338 t: +, dr: 0.000000 vr: 1.812414
n3339 t: v, dr: 0.000000 vr: 1.000000
n3340 t: *, dr: 0.000000 vr: 1.812414
n3341 t: n, dr: 0.000000 vr: 3.064618
n3342 t: n, dr: 0.000000 vr: 0.208081
n3343 t: *, dr: 0.000000 vr: 0.096392
n3344 t: *, dr: 0.000000 vr: 0.096392
n3345 t: +, dr: 0.000000 vr: 0.096392
n3346 t: v, dr: 0.000000 vr: 0.000000
n3347 t: *, dr: 0.000000 vr: 0.096392
n3348 t: +, dr: 0.000000 vr: 1.812414
n3349 t: v, dr: 0.000000 vr: 1.000000
n3350 t: *, dr: 0.000000 vr: 1.812414
n3351 t: n, dr: 0.000000 vr: 2.083916
n3352 t: n, dr: 0.000000 vr: 0.490664
n3353 t: *, dr: 0.000000 vr: 0.529453
n3354 t: *, dr: 0.000000 vr: 0.245265
n3355 t: *, dr: 0.000000 vr: 0.245265
n3356 t: +, dr: 0.000000 vr: 0.245265
n3357 t: *, dr: 0.000000 vr: 0.245265
n3358 t: +, dr: 0.000000 vr: 0.245265
n3359 t: v, dr: 0.000000 vr: 0.000000
n3360 t: *, dr: 0.000000 vr: 0.245265
n3361 t: +, dr: 0.000000 vr: 1.812414
n3362 t: v, dr: 0.000000 vr: 1.000000
n3363 t: *, dr: 0.000000 vr: 1.812414
n3364 t: n, dr: 0.000000 vr: 2.890662
n3365 t: *, dr: 0.000000 vr: 1.935680
n3366 t: *, dr: 0.000000 vr: 0.377171
n3367 t: *, dr: 0.000000 vr: 4.316793
n3368 t: *, dr: 0.000000 vr: 0.178351
n3369 t: +, dr: 0.000000 vr: 0.377171
n3370 t: n, dr: 0.000000 vr: 0.564205
n3371 t: n, dr: 0.000000 vr: 1.000000
n3372 t: *, dr: 0.000000 vr: 0.564205
n3373 t: *, dr: 0.000000 vr: 0.270743
n3374 t: *, dr: 0.000000 vr: 1.812414
n3375 t: +, dr: 0.000000 vr: 1.812414
n3376 t: v, dr: 0.000000 vr: 0.000000
n3377 t: *, dr: 0.000000 vr: 1.812414
n3378 t: +, dr: 0.000000 vr: 1.812414
n3379 t: v, dr: 0.000000 vr: 1.000000
n3380 t: *, dr: 0.000000 vr: 1.812414
n3381 t: n, dr: 0.000000 vr: 2.790176
n3382 t: n, dr: 0.000000 vr: 0.200046
n3383 t: *, dr: 0.000000 vr: 0.096766
n3384 t: *, dr: 0.000000 vr: 0.096766
n3385 t: +, dr: 0.000000 vr: 0.096766
n3386 t: *, dr: 0.000000 vr: 0.269993
n3387 t: n, dr: 0.000000 vr: 0.385271
n3388 t: *, dr: 0.000000 vr: 0.259916
n3389 t: *, dr: 0.000000 vr: 0.259916
n3390 t: +, dr: 0.000000 vr: 0.259916
n3391 t: *, dr: 0.000000 vr: 0.070176
n3392 t: n, dr: 0.000000 vr: 0.361487
n3393 t: *, dr: 0.000000 vr: 0.144671
n3394 t: *, dr: 0.000000 vr: 0.144671
n3395 t: +, dr: 0.000000 vr: 0.144671
n3396 t: *, dr: 0.000000 vr: 0.010152
n3397 t: n, dr: 0.000000 vr: 0.437244
n3398 t: *, dr: 0.000000 vr: 0.177203
n3399 t: *, dr: 0.000000 vr: 0.001799
n3400 t: n, dr: 0.000000 vr: 0.360574
n3401 t: *, dr: 0.000000 vr: 0.203438
n3402 t: *, dr: 0.000000 vr: 0.097623
n3403 t: *, dr: 0.000000 vr: 1.812414
n3404 t: +, dr: 0.000000 vr: 1.812414
n3405 t: *, dr: 0.000000 vr: 1.812414
n3406 t: +, dr: 0.000000 vr: 1.812414
n3407 t: v, dr: 0.000000 vr: 0.000000
n3408 t: *, dr: 0.000000 vr: 1.812414
n3409 t: +, dr: 0.000000 vr: 1.812414
n3410 t: v, dr: 0.000000 vr: 1.000000
n3411 t: n, dr: 0.000000 vr: 0.403965
n3412 t: n, dr: 0.000000 vr: 0.385686
n3413 t: n, dr: 0.000000 vr: 1.000000
n3414 t: n, dr: 0.000000 vr: 1.649322
n3415 t: *, dr: 0.000000 vr: 1.649322
n3416 t: *, dr: 0.000000 vr: 0.636120
n3417 t: n, dr: 0.000000 vr: 1.518588
n3418 t: v, dr: 0.000000 vr: 0.000000
n3419 t: *, dr: 0.000000 vr: 1.518588
n3420 t: n, dr: 0.000000 vr: 0.658506
n3421 t: n, dr: 0.000000 vr: 1.010685
n3422 t: *, dr: 0.000000 vr: 0.665542
n3423 t: n, dr: 0.000000 vr: 1.202886
n3424 t: *, dr: 0.000000 vr: 0.800571
n3425 t: v, dr: 0.000000 vr: 1.000000
n3426 t: *, dr: 0.000000 vr: 0.800571
n3427 t: +, dr: 0.000000 vr: 0.800571
n3428 t: v, dr: 0.000000 vr: 1.000000
n3429 t: *, dr: 0.000000 vr: 0.800571
n3430 t: n, dr: 0.000000 vr: 2.592782
n3431 t: n, dr: 0.000000 vr: 0.266091
n3432 t: *, dr: 0.000000 vr: 0.177095
n3433 t: *, dr: 0.000000 vr: 0.177095
n3434 t: +, dr: 0.000000 vr: 0.177095
n3435 t: v, dr: 0.000000 vr: 0.000000
n3436 t: *, dr: 0.000000 vr: 0.177095
n3437 t: +, dr: 0.000000 vr: 0.800571
n3438 t: *, dr: 0.000000 vr: 0.323403
n3439 t: n, dr: 0.000000 vr: 2.113624
n3440 t: v, dr: 0.000000 vr: 0.000000
n3441 t: *, dr: 0.000000 vr: 2.113624
n3442 t: n, dr: 0.000000 vr: 0.473121
n3443 t: n, dr: 0.000000 vr: 1.000000
n3444 t: n, dr: 0.000000 vr: 2.434477
n3445 t: *, dr: 0.000000 vr: 2.434477
n3446 t: *, dr: 0.000000 vr: 1.151802
n3447 t: v, dr: 0.000000 vr: 1.000000
n3448 t: *, dr: 0.000000 vr: 1.151802
n3449 t: +, dr: 0.000000 vr: 1.151802
n3450 t: *, dr: 0.000000 vr: 0.372496
n3451 t: n, dr: 0.000000 vr: 0.343195
n3452 t: n, dr: 0.000000 vr: 0.438750
n3453 t: n, dr: 0.000000 vr: 1.000000
n3454 t: n, dr: 0.000000 vr: 2.826127
n3455 t: *, dr: 0.000000 vr: 2.826127
n3456 t: *, dr: 0.000000 vr: 1.239963
n3457 t: n, dr: 0.000000 vr: 1.923748
n3458 t: v, dr: 0.000000 vr: 0.000000
n3459 t: *, dr: 0.000000 vr: 1.923748
n3460 t: n, dr: 0.000000 vr: 0.519818
n3461 t: n, dr: 0.000000 vr: 1.368097
n3462 t: *, dr: 0.000000 vr: 0.711161
n3463 t: n, dr: 0.000000 vr: 1.024779
n3464 t: *, dr: 0.000000 vr: 0.728783
n3465 t: v, dr: 0.000000 vr: 1.000000
n3466 t: *, dr: 0.000000 vr: 0.728783
n3467 t: +, dr: 0.000000 vr: 0.728783
n3468 t: *, dr: 0.000000 vr: 0.903665
n3469 t: v, dr: 0.000000 vr: 1.000000
n3470 t: *, dr: 0.000000 vr: 0.903665
n3471 t: n, dr: 0.000000 vr: 2.913793
n3472 t: n, dr: 0.000000 vr: 0.232996
n3473 t: *, dr: 0.000000 vr: 0.102227
n3474 t: *, dr: 0.000000 vr: 0.074501
n3475 t: v, dr: 0.000000 vr: 0.000000
n3476 t: *, dr: 0.000000 vr: 0.074501
n3477 t: +, dr: 0.000000 vr: 0.903665
n3478 t: n, dr: 0.000000 vr: 1.526549
n3479 t: v, dr: 0.000000 vr: 0.000000
n3480 t: *, dr: 0.000000 vr: 1.526549
n3481 t: n, dr: 0.000000 vr: 0.655072
n3482 t: n, dr: 0.000000 vr: 1.000000
n3483 t: *, dr: 0.000000 vr: 0.655072
n3484 t: n, dr: 0.000000 vr: 1.058372
n3485 t: *, dr: 0.000000 vr: 0.693310
n3486 t: v, dr: 0.000000 vr: 1.000000
n3487 t: *, dr: 0.000000 vr: 0.693310
n3488 t: +, dr: 0.000000 vr: 0.693310
n3489 t: *, dr: 0.000000 vr: 0.626520
n3490 t: v, dr: 0.000000 vr: 1.000000
n3491 t: *, dr: 0.000000 vr: 0.626520
n3492 t: n, dr: 0.000000 vr: 2.475464
n3493 t: n, dr: 0.000000 vr: 0.316674
n3494 t: *, dr: 0.000000 vr: 0.208532
n3495 t: *, dr: 0.000000 vr: 0.250840
n3496 t: *, dr: 0.000000 vr: 0.250840
n3497 t: +, dr: 0.000000 vr: 0.250840
n3498 t: *, dr: 0.000000 vr: 0.250840
n3499 t: *, dr: 0.000000 vr: 0.055488
n3500 t: *, dr: 0.000000 vr: 0.055488
n3501 t: +, dr: 0.000000 vr: 0.055488
n3502 t: *, dr: 0.000000 vr: 0.055488
n3503 t: +, dr: 0.000000 vr: 0.250840
n3504 t: *, dr: 0.000000 vr: 0.620945
n3505 t: n, dr: 0.000000 vr: 0.270707
n3506 t: *, dr: 0.000000 vr: 0.128077
n3507 t: *, dr: 0.000000 vr: 0.128077
n3508 t: +, dr: 0.000000 vr: 0.128077
n3509 t: *, dr: 0.000000 vr: 0.079529
n3510 t: v, dr: 0.000000 vr: 0.000000
n3511 t: n, dr: 0.000000 vr: 0.545049
n3512 t: *, dr: 0.000000 vr: 0.283326
n3513 t: *, dr: 0.000000 vr: 0.290347
n3514 t: *, dr: 0.000000 vr: 0.290347
n3515 t: +, dr: 0.000000 vr: 0.290347
